similar_questions,total_submission,like,paid_only,title,url,topics,level,companies,ac_rate,frequency,dislike,total_accpeted,id
"[u'Top K Frequent Elements', u'First Unique Character in a String']",114500.0,406.0,False,SortCharactersByFrequency,https://leetcode.com/problems/sort-characters-by-frequency/description/,"[u'Hash Table', u'Heap']",Medium,"[u'Bloomberg\xa022', u'Amazon\xa03', u'Google\xa0']",0.524017467249,339.13303403597695,34.0,60000.0,451.0
"[u'Meeting Rooms II', u'Non-overlapping Intervals']",55300.0,266.0,False,MinimumNumberofArrowstoBurstBalloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/description/,[u'Greedy'],Medium,[u'Microsoft\xa0'],0.446654611212,244.29056442662576,19.0,24700.0,452.0
[u'Minimum Moves to Equal Array Elements II'],93200.0,216.0,False,MinimumMovestoEqualArrayElements,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/description/,[u'Math'],Easy,"[u'Coursera\xa012', u'Pocket Gems\xa08', u'Twitter\xa02', u'Indeed\xa0']",0.480686695279,451.6940888152028,383.0,44800.0,453.0
[u'4Sum'],79600.0,361.0,False,4SumII,https://leetcode.com/problems/4sum-ii/description/,"[u'Hash Table', u'Binary Search']",Medium,[],0.47864321608,306.5529082246394,30.0,38100.0,454.0
[],96800.0,184.0,False,AssignCookies,https://leetcode.com/problems/assign-cookies/description/,[u'Greedy'],Easy,[],0.474173553719,305.52920607584235,38.0,45900.0,455.0
[],72300.0,359.0,False,132Pattern,https://leetcode.com/problems/132-pattern/description/,[u'Stack'],Medium,[],0.276625172891,232.44250603027615,29.0,20000.0,456.0
[],28600.0,41.0,False,CircularArrayLoop,https://leetcode.com/problems/circular-array-loop/description/,[],Medium,"[u'Google\xa013', u'Microsoft\xa03']",0.230769230769,493.5732223362446,273.0,6600.0,457.0
[],25800.0,191.0,False,PoorPigs,https://leetcode.com/problems/poor-pigs/description/,[],Easy,[u'Baidu\xa03'],0.43023255814,611.9436421009294,431.0,11100.0,458.0
"[u'Implement strStr()', u'Repeated String Match']",152000.0,445.0,False,RepeatedSubstringPattern,https://leetcode.com/problems/repeated-substring-pattern/description/,[u'String'],Easy,"[u'Google\xa06', u'Amazon\xa0']",0.384210526316,275.0393193241414,72.0,58400.0,459.0
"[u'Next Permutation', u'Permutations II', u'Permutation Sequence', u'Combinations']",526800.0,984.0,False,Permutations,https://leetcode.com/problems/permutations/description/,[u'Backtracking'],Medium,"[u'LinkedIn\xa04', u'Facebook\xa04', u'Google\xa03', u'Amazon\xa02', u'Microsoft\xa02', u'Bloomberg\xa02', u'Yahoo!\xa02']",0.488800303721,537.1302975412252,28.0,257500.0,46.0
"[u'LRU Cache', u'Design In-Memory File System']",92100.0,329.0,False,LFUCache,https://leetcode.com/problems/lfu-cache/description/,[u'Design'],Hard,"[u'Amazon\xa014', u'Pinterest\xa06', u'Snapchat\xa04', u'LinkedIn\xa03', u'Airbnb\xa03', u'Apple\xa03', u'Google\xa0']",0.256243213898,314.88470976082397,38.0,23600.0,460.0
"[u'Number of 1 Bits', u'Total Hamming Distance']",246200.0,873.0,False,HammingDistance,https://leetcode.com/problems/hamming-distance/description/,[u'Bit Manipulation'],Easy,"[u'Apple\xa03', u'Facebook\xa0']",0.694963444354,616.0291092898,72.0,171100.0,461.0
"[u'Best Meeting Point', u'Minimum Moves to Equal Array Elements']",51700.0,228.0,False,MinimumMovestoEqualArrayElementsII,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/description/,[u'Math'],Medium,[],0.518375241779,217.27052345734822,17.0,26800.0,462.0
"[u'Max Area of Island', u'Flood Fill']",154800.0,613.0,False,IslandPerimeter,https://leetcode.com/problems/island-perimeter/description/,[u'Hash Table'],Easy,"[u'Facebook\xa06', u'Bloomberg\xa05', u'Google\xa05', u'Microsoft\xa02', u'Amazon\xa02']",0.582687338501,552.3161588983753,45.0,90200.0,463.0
"[u'Flip Game II', u'Guess Number Higher or Lower II', u'Predict the Winner']",93100.0,331.0,False,CanIWin,https://leetcode.com/problems/can-i-win/description/,"[u'Dynamic Programming', u'Minimax']",Medium,"[u'LinkedIn\xa07', u'Google\xa02']",0.258861439313,225.045668336996,56.0,24100.0,464.0
[],22400.0,93.0,True,OptimalAccountBalancing,https://leetcode.com/problems/optimal-account-balancing/description/,[],Hard,[u'Google\xa07'],0.397321428571,126.65036079195539,28.0,8900.0,465.0
[],23000.0,75.0,False,CountTheRepetitions,https://leetcode.com/problems/count-the-repetitions/description/,[u'Dynamic Programming'],Hard,[],0.273913043478,226.91977211783683,47.0,6300.0,466.0
[],41400.0,234.0,False,UniqueSubstringsinWraparoundString,https://leetcode.com/problems/unique-substrings-in-wraparound-string/description/,[u'Dynamic Programming'],Medium,[u'MAQ Software\xa0'],0.333333333333,160.1580409887584,41.0,13800.0,467.0
[u'IP to CIDR'],71200.0,64.0,False,ValidateIPAddress,https://leetcode.com/problems/validate-ip-address/description/,[u'String'],Medium,"[u'Twitter\xa013', u'Facebook\xa05', u'Microsoft\xa03']",0.205056179775,189.35282948807094,330.0,14600.0,468.0
[],17000.0,37.0,True,ConvexPolygon,https://leetcode.com/problems/convex-polygon/description/,[u'Math'],Medium,[u'Google\xa0'],0.347058823529,72.41834096729417,110.0,5900.0,469.0
"[u'Next Permutation', u'Permutations', u'Palindrome Permutation II']",488600.0,500.0,False,PermutationsII,https://leetcode.com/problems/permutations-ii/description/,[u'Backtracking'],Medium,"[u'Facebook\xa05', u'LinkedIn\xa03', u'Microsoft\xa0']",0.361031518625,337.8235967185773,24.0,176400.0,47.0
[],3600.0,53.0,False,ImplementRand10()UsingRand7(),https://leetcode.com/problems/implement-rand10-using-rand7/description/,"[u'Random', u'Rejection Sampling']",Medium,[],0.416666666667,194.01443956720433,24.0,1500.0,470.0
"[u'Decode String', u'Number of Atoms']",21800.0,157.0,True,EncodeStringwithShortestLength,https://leetcode.com/problems/encode-string-with-shortest-length/description/,[u'Dynamic Programming'],Hard,[u'Google\xa05'],0.435779816514,100.16821512396842,9.0,9500.0,471.0
[u'Word Break II'],41600.0,125.0,False,ConcatenatedWords,https://leetcode.com/problems/concatenated-words/description/,"[u'Dynamic Programming', u'Depth-first Search', u'Trie']",Hard,"[u'Amazon\xa02', u'Apple\xa02']",0.314903846154,152.87730398489626,31.0,13100.0,472.0
[],50600.0,202.0,False,MatchstickstoSquare,https://leetcode.com/problems/matchsticks-to-square/description/,[u'Depth-first Search'],Medium,[u'Rackspace\xa0'],0.353754940711,114.98320830591118,26.0,17900.0,473.0
[u'Non-negative Integers without Consecutive Ones'],58900.0,352.0,False,OnesandZeroes,https://leetcode.com/problems/ones-and-zeroes/description/,[u'Dynamic Programming'],Medium,[u'Google\xa02'],0.388794567063,247.8877062064288,79.0,22900.0,474.0
[],108200.0,305.0,False,Heaters,https://leetcode.com/problems/heaters/description/,[u'Binary Search'],Easy,[u'Google\xa0'],0.298512014787,273.24068577492847,296.0,32299.0,475.0
[],137700.0,375.0,False,NumberComplement,https://leetcode.com/problems/number-complement/description/,[u'Bit Manipulation'],Easy,[u'Cloudera\xa02'],0.612926652142,477.1364577825052,52.0,84400.0,476.0
[u'Hamming Distance'],75200.0,345.0,False,TotalHammingDistance,https://leetcode.com/problems/total-hamming-distance/description/,[u'Bit Manipulation'],Medium,[u'Facebook\xa06'],0.477393617021,224.97130940186437,29.0,35900.0,477.0
[],43300.0,51.0,False,LargestPalindromeProduct,https://leetcode.com/problems/largest-palindrome-product/description/,[],Easy,[u'Yahoo\xa0'],0.258660508083,545.0375812426427,902.0,11200.0,479.0
[],407600.0,768.0,False,RotateImage,https://leetcode.com/problems/rotate-image/description/,[u'Array'],Medium,"[u'Amazon\xa013', u'Google\xa011', u'Microsoft\xa08', u'Baidu\xa03', u'Houzz\xa02', u'Adobe\xa02', u'Apple\xa0']",0.431795878312,549.2520585067224,71.0,176000.0,48.0
[u'Find Median from Data Stream'],50400.0,211.0,False,SlidingWindowMedian,https://leetcode.com/problems/sliding-window-median/description/,[],Hard,[u'Google\xa0'],0.30753968254,127.671727589173,27.0,15500.0,480.0
[],32800.0,61.0,False,MagicalString,https://leetcode.com/problems/magical-string/description/,[],Medium,[u'Google\xa0'],0.457317073171,323.64124354359103,376.0,15000.0,481.0
[],98000.0,142.0,False,LicenseKeyFormatting,https://leetcode.com/problems/license-key-formatting/description/,[],Easy,"[u'Google\xa075', u'Amazon\xa03']",0.391836734694,297.33208917141246,192.0,38400.0,482.0
[],23300.0,65.0,False,SmallestGoodBase,https://leetcode.com/problems/smallest-good-base/description/,"[u'Math', u'Binary Search']",Hard,[u'Google\xa0'],0.339055793991,121.73476249955459,170.0,7900.0,483.0
[],18200.0,122.0,True,FindPermutation,https://leetcode.com/problems/find-permutation/description/,[u'Greedy'],Medium,[u'Google\xa0'],0.554945054945,78.8545982753262,34.0,10100.0,484.0
[u'Max Consecutive Ones II'],175200.0,221.0,False,MaxConsecutiveOnes,https://leetcode.com/problems/max-consecutive-ones/description/,[u'Array'],Easy,[u'Google\xa02'],0.537671232877,316.79822785518195,241.0,94200.0,485.0
[u'Can I Win'],67500.0,533.0,False,PredicttheWinner,https://leetcode.com/problems/predict-the-winner/description/,"[u'Dynamic Programming', u'Minimax']",Medium,"[u'Google\xa04', u'Works Applications\xa02']",0.453333333333,268.8762114990459,39.0,30600.0,486.0
[u'Max Consecutive Ones'],34500.0,239.0,True,MaxConsecutiveOnesII,https://leetcode.com/problems/max-consecutive-ones-ii/description/,[u'Two Pointers'],Medium,[u'Google\xa02'],0.455072463768,63.650814371697805,1.0,15700.0,487.0
[],17700.0,72.0,False,ZumaGame,https://leetcode.com/problems/zuma-game/description/,[u'Depth-first Search'],Hard,[u'Baidu\xa0'],0.367231638418,116.31888822984973,72.0,6500.0,488.0
[u'Walls and Gates'],3700.0,59.0,True,RobotRoomCleaner,https://leetcode.com/problems/robot-room-cleaner/description/,[u'Depth-first Search'],Hard,"[u'Google\xa0', u'Facebook\xa0']",0.297297297297,125.09992380984878,3.0,1100.0,489.0
"[u'Valid Anagram', u'Group Shifted Strings']",546900.0,797.0,False,GroupAnagrams,https://leetcode.com/problems/group-anagrams/description/,"[u'Hash Table', u'String']",Medium,"[u'Amazon\xa08', u'Microsoft\xa08', u'Google\xa06', u'Uber\xa05', u'Facebook\xa04', u'Yelp\xa03', u'Yahoo\xa02', u'Bloomberg\xa0']",0.401353081002,558.8625897585619,62.0,219500.0,49.0
"[u'The Maze III', u'The Maze II']",37700.0,183.0,True,TheMaze,https://leetcode.com/problems/the-maze/description/,"[u'Depth-first Search', u'Breadth-first Search']",Medium,"[u'Google\xa09', u'Amazon\xa03', u'Facebook\xa02']",0.440318302387,105.302129402578,15.0,16600.0,490.0
[u'Maximum Length of Pair Chain'],52100.0,215.0,False,IncreasingSubsequences,https://leetcode.com/problems/increasing-subsequences/description/,[u'Depth-first Search'],Medium,[u'Yahoo\xa0'],0.389635316699,131.86702512395593,41.0,20300.0,491.0
[],76000.0,90.0,False,ConstructtheRectangle,https://leetcode.com/problems/construct-the-rectangle/description/,[],Easy,[],0.480263157895,246.33329802106098,131.0,36500.0,492.0
"[u'Count of Smaller Numbers After Self', u'Count of Range Sum']",64800.0,248.0,False,ReversePairs,https://leetcode.com/problems/reverse-pairs/description/,"[u'Divide and Conquer', u'Binary Indexed Tree', u'Segment Tree', u'Binary Search Tree']",Hard,"[u'Uber\xa02', u'Google\xa0']",0.208333333333,175.14896872734647,38.0,13500.0,493.0
[u'Expression Add Operators'],136100.0,759.0,False,TargetSum,https://leetcode.com/problems/target-sum/description/,"[u'Dynamic Programming', u'Depth-first Search']",Medium,"[u'Facebook\xa09', u'Google\xa02']",0.440117560617,262.1011338557305,44.0,59900.0,494.0
"[u'Merge Intervals', u'Can Place Flowers', u'Dota2 Senate']",51900.0,176.0,False,TeemoAttacking,https://leetcode.com/problems/teemo-attacking/description/,[u'Array'],Medium,[u'Riot Games\xa0'],0.514450867052,216.2491566601306,323.0,26700.0,495.0
"[u'Next Greater Element II', u'Next Greater Element III', u'Daily Temperatures']",110600.0,467.0,False,NextGreaterElementI,https://leetcode.com/problems/next-greater-element-i/description/,[u'Stack'],Easy,"[u'Mathworks\xa03', u'Amazon\xa02', u'Adobe\xa02']",0.566907775769,385.406764859012,714.0,62700.0,496.0
[],51900.0,175.0,False,DiagonalTraverse,https://leetcode.com/problems/diagonal-traverse/description/,[],Medium,"[u'Adobe\xa04', u'Amazon\xa03', u'Google\xa03', u'Facebook\xa02']",0.447013487476,321.98325794098787,135.0,23200.0,498.0
"[u'The Maze', u'The Maze II']",17800.0,48.0,True,TheMazeIII,https://leetcode.com/problems/the-maze-iii/description/,"[u'Depth-first Search', u'Breadth-first Search']",Hard,[],0.342696629213,26.687020135846126,22.0,6100.0,499.0
"[u'Shortest Palindrome', u'Palindrome Permutation', u'Palindrome Pairs', u'Longest Palindromic Subsequence', u'Palindromic Substrings']",1400000.0,1822.0,False,LongestPalindromicSubstring,https://leetcode.com/problems/longest-palindromic-substring/description/,"[u'String', u'Dynamic Programming']",Medium,"[u'Amazon\xa011', u'Adobe\xa07', u'Microsoft\xa06', u'Google\xa04', u'Yelp\xa03', u'Tencent\xa03', u'Baidu\xa03', u'eBay\xa02', u'Facebook\xa02', u'Uber\xa02', u'Bloomberg\xa0']",0.247142857143,602.7513409259707,169.0,346000.0,5.0
"[u'Sqrt(x)', u'Super Pow']",866000.0,450.0,False,"Pow(x,n)",https://leetcode.com/problems/powx-n/description/,"[u'Math', u'Binary Search']",Medium,"[u'LinkedIn\xa010', u'Google\xa07', u'Amazon\xa04', u'Microsoft\xa04', u'Bloomberg\xa02', u'Alibaba\xa02', u'Facebook\xa0']",0.26351039261,555.3802592900282,1230.0,228200.0,50.0
[],113300.0,289.0,False,KeyboardRow,https://leetcode.com/problems/keyboard-row/description/,[u'Hash Table'],Easy,[u'Mathworks\xa03'],0.602824360106,499.6915492901469,292.0,68300.0,500.0
[u'Validate Binary Search Tree'],102400.0,373.0,False,FindModeinBinarySearchTree,https://leetcode.com/problems/find-mode-in-binary-search-tree/description/,[u'Tree'],Easy,[u'Google\xa0'],0.3779296875,250.8952008368555,136.0,38700.0,501.0
[],22100.0,112.0,False,IPO,https://leetcode.com/problems/ipo/description/,"[u'Heap', u'Greedy']",Hard,[],0.366515837104,129.8242915295207,15.0,8100.0,502.0
"[u'Next Greater Element I', u'Next Greater Element III']",64200.0,383.0,False,NextGreaterElementII,https://leetcode.com/problems/next-greater-element-ii/description/,[u'Stack'],Medium,"[u'Google\xa03', u'Amazon\xa02']",0.481308411215,281.6397512563849,24.0,30900.0,503.0
[],70000.0,99.0,False,Base7,https://leetcode.com/problems/base-7/description/,[],Easy,[u'Google\xa03'],0.438571428571,197.1835931439656,79.0,30700.0,504.0
"[u'The Maze', u'The Maze III']",36200.0,159.0,True,TheMazeII,https://leetcode.com/problems/the-maze-ii/description/,"[u'Depth-first Search', u'Breadth-first Search']",Medium,[u'Google\xa0'],0.389502762431,79.76683897512106,9.0,14100.0,505.0
[],70200.0,145.0,False,RelativeRanks,https://leetcode.com/problems/relative-ranks/description/,[],Easy,[u'Google\xa0'],0.470085470085,290.56389499540194,233.0,33000.0,506.0
[u'Self Dividing Numbers'],81800.0,97.0,False,PerfectNumber,https://leetcode.com/problems/perfect-number/description/,[u'Math'],Easy,[u'Fallible\xa0'],0.326405867971,243.26919762940815,295.0,26700.0,507.0
[u'Subtree of Another Tree'],66000.0,240.0,False,MostFrequentSubtreeSum,https://leetcode.com/problems/most-frequent-subtree-sum/description/,"[u'Hash Table', u'Tree']",Medium,"[u'Amazon\xa03', u'Adobe\xa02']",0.525757575758,202.54617528843596,43.0,34700.0,508.0
[u'N-Queens II'],308000.0,431.0,False,N-Queens,https://leetcode.com/problems/n-queens/description/,[u'Backtracking'],Hard,"[u'Facebook\xa018', u'Microsoft\xa06', u'Amazon\xa04', u'Apple\xa03']",0.343506493506,445.26580231490846,16.0,105800.0,51.0
[],88400.0,378.0,False,FindBottomLeftTreeValue,https://leetcode.com/problems/find-bottom-left-tree-value/description/,"[u'Tree', u'Depth-first Search', u'Breadth-first Search']",Medium,"[u'Bloomberg\xa02', u'Microsoft\xa0']",0.564479638009,255.55911979296803,66.0,49900.0,513.0
[],24700.0,190.0,False,FreedomTrail,https://leetcode.com/problems/freedom-trail/description/,"[u'Divide and Conquer', u'Dynamic Programming', u'Depth-first Search']",Hard,[u'Google\xa0'],0.392712550607,90.5456936383473,9.0,9700.0,514.0
[],79500.0,334.0,False,FindLargestValueinEachTreeRow,https://leetcode.com/problems/find-largest-value-in-each-tree-row/description/,"[u'Tree', u'Depth-first Search', u'Breadth-first Search']",Medium,[u'LinkedIn\xa0'],0.559748427673,209.30724587275492,29.0,44500.0,515.0
"[u'Longest Palindromic Substring', u'Palindromic Substrings', u'Count Different Palindromic Subsequences']",83000.0,502.0,False,LongestPalindromicSubsequence,https://leetcode.com/problems/longest-palindromic-subsequence/description/,[u'Dynamic Programming'],Medium,"[u'LinkedIn\xa016', u'Amazon\xa04', u'Alibaba\xa02', u'Uber\xa0']",0.432530120482,324.66261034080867,63.0,35900.0,516.0
[],26400.0,121.0,False,SuperWashingMachines,https://leetcode.com/problems/super-washing-machines/description/,"[u'Math', u'Dynamic Programming']",Hard,[u'Amazon\xa0'],0.363636363636,178.4918279968176,75.0,9600.0,517.0
[],48200.0,282.0,False,CoinChange2,https://leetcode.com/problems/coin-change-2/description/,[],Medium,"[u'Facebook\xa08', u'Google\xa07', u'Microsoft\xa03']",0.363070539419,426.5395037345485,11.0,17500.0,518.0
[u'N-Queens'],166000.0,127.0,False,N-QueensII,https://leetcode.com/problems/n-queens-ii/description/,[u'Backtracking'],Hard,"[u'Facebook\xa03', u'Zenefits\xa0']",0.478313253012,391.60855017394726,75.0,79400.0,52.0
[],122400.0,219.0,False,DetectCapital,https://leetcode.com/problems/detect-capital/description/,[u'String'],Easy,[u'Google\xa0'],0.518790849673,228.14262632091527,128.0,63500.0,520.0
[u'Longest Uncommon Subsequence II'],63400.0,143.0,False,LongestUncommonSubsequenceI,https://leetcode.com/problems/longest-uncommon-subsequence-i/description/,[u'String'],Easy,[u'Google\xa0'],0.558359621451,310.32312793287076,2284.0,35400.0,521.0
[u'Longest Uncommon Subsequence I '],39300.0,68.0,False,LongestUncommonSubsequenceII,https://leetcode.com/problems/longest-uncommon-subsequence-ii/description/,[u'String'],Medium,[u'Google\xa0'],0.320610687023,133.1889977340051,330.0,12600.0,522.0
[u'Subarray Sum Equals K'],165400.0,393.0,False,ContinuousSubarraySum,https://leetcode.com/problems/continuous-subarray-sum/description/,"[u'Math', u'Dynamic Programming']",Medium,[u'Facebook\xa015'],0.233373639661,140.69072017838772,459.0,38600.0,523.0
[u'Longest Word in Dictionary'],58800.0,182.0,False,LongestWordinDictionarythroughDeleting,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/description/,"[u'Two Pointers', u'Sort']",Medium,[u'Google\xa08'],0.433673469388,185.16859612939624,110.0,25500.0,524.0
[u'Maximum Size Subarray Sum Equals k'],67000.0,431.0,False,ContiguousArray,https://leetcode.com/problems/contiguous-array/description/,[u'Hash Table'],Medium,"[u'Google\xa02', u'Facebook\xa0']",0.417910447761,196.16222634674799,21.0,28000.0,525.0
[u'Beautiful Arrangement II'],49500.0,292.0,False,BeautifulArrangement,https://leetcode.com/problems/beautiful-arrangement/description/,[u'Backtracking'],Medium,"[u'Uber\xa03', u'Google\xa0']",0.529292929293,282.66111805360254,71.0,26200.0,526.0
"[u'Valid Word Abbreviation', u'Minimum Unique Word Abbreviation']",13700.0,69.0,True,WordAbbreviation,https://leetcode.com/problems/word-abbreviation/description/,"[u'String', u'Sort']",Hard,"[u'Google\xa0', u'Snapchat\xa0']",0.445255474453,21.151533398363583,49.0,6100.0,527.0
[],40100.0,169.0,False,Minesweeper,https://leetcode.com/problems/minesweeper/description/,"[u'Depth-first Search', u'Breadth-first Search']",Medium,"[u'Google\xa09', u'Uber\xa05', u'Microsoft\xa03', u'Amazon\xa0']",0.496259351621,240.02860656807786,190.0,19900.0,529.0
"[u'Best Time to Buy and Sell Stock', u'Maximum Product Subarray', u'Degree of an Array']",831600.0,2243.0,False,MaximumSubarray,https://leetcode.com/problems/maximum-subarray/description/,"[u'Array', u'Divide and Conquer', u'Dynamic Programming']",Easy,"[u'LinkedIn\xa011', u'Amazon\xa06', u'Alibaba\xa04', u'Apple\xa04', u'Microsoft\xa04', u'Facebook\xa04', u'Google\xa03', u'Adobe\xa03', u'Uber\xa03', u'NetEase\xa02', u'eBay\xa02', u'Tencent\xa02', u'Hulu\xa02', u'Bloomberg\xa0']",0.408369408369,598.6658737371001,72.0,339600.0,53.0
[u'K-diff Pairs in an Array'],85800.0,349.0,False,MinimumAbsoluteDifferenceinBST,https://leetcode.com/problems/minimum-absolute-difference-in-bst/description/,[u'Binary Search Tree'],Easy,[u'Google\xa0'],0.480186480186,242.93527306005382,27.0,41200.0,530.0
[u'Lonely Pixel II'],22300.0,87.0,True,LonelyPixelI,https://leetcode.com/problems/lonely-pixel-i/description/,"[u'Array', u'Depth-first Search']",Medium,[u'Google\xa0'],0.565022421525,22.388066080998,20.0,12600.0,531.0
[u'Minimum Absolute Difference in BST'],150400.0,245.0,False,K-diffPairsinanArray,https://leetcode.com/problems/k-diff-pairs-in-an-array/description/,"[u'Array', u'Two Pointers']",Easy,[u'Amazon\xa0'],0.283909574468,212.10845822411048,481.0,42700.0,532.0
[u'Lonely Pixel I'],14900.0,26.0,True,LonelyPixelII,https://leetcode.com/problems/lonely-pixel-ii/description/,"[u'Array', u'Depth-first Search']",Medium,[u'Google\xa0'],0.456375838926,36.609827133729794,300.0,6800.0,533.0
[],61200.0,267.0,False,EncodeandDecodeTinyURL,https://leetcode.com/problems/encode-and-decode-tinyurl/description/,"[u'Hash Table', u'Math']",Medium,"[u'Amazon\xa05', u'Microsoft\xa03', u'Baidu\xa02', u'Google\xa0', u'Facebook\xa0', u'Uber\xa0']",0.740196078431,604.794074520406,563.0,45300.0,535.0
[u'Construct String from Binary Tree'],29100.0,161.0,True,ConstructBinaryTreefromString,https://leetcode.com/problems/construct-binary-tree-from-string/description/,"[u'String', u'Tree']",Medium,[u'Amazon\xa0'],0.426116838488,64.67218116891542,42.0,12400.0,536.0
[],42800.0,117.0,False,ComplexNumberMultiplication,https://leetcode.com/problems/complex-number-multiplication/description/,"[u'Math', u'String']",Medium,[u'Amazon\xa0'],0.640186915888,265.35404246086887,404.0,27400.0,537.0
[],101700.0,761.0,False,ConvertBSTtoGreaterTree,https://leetcode.com/problems/convert-bst-to-greater-tree/description/,[u'Tree'],Easy,[u'Amazon\xa02'],0.487708947886,340.1544008331946,56.0,49600.0,538.0
[],39900.0,118.0,False,MinimumTimeDifference,https://leetcode.com/problems/minimum-time-difference/description/,[u'String'],Medium,"[u'Palantir\xa04', u'Google\xa02']",0.46365914787,219.91519586161476,51.0,18500.0,539.0
[u'Spiral Matrix II'],565000.0,500.0,False,SpiralMatrix,https://leetcode.com/problems/spiral-matrix/description/,[u'Array'],Medium,"[u'Apple\xa07', u'Microsoft\xa06', u'Google\xa05', u'Amazon\xa05', u'Epic Systems\xa02', u'eBay\xa02', u'Baidu\xa02', u'Yelp\xa02', u'Uber\xa0']",0.278230088496,519.6150343946872,212.0,157200.0,54.0
[],62700.0,451.0,False,SingleElementinaSortedArray,https://leetcode.com/problems/single-element-in-a-sorted-array/description/,[],Medium,"[u'Google\xa010', u'Amazon\xa03']",0.561403508772,503.52515333383633,45.0,35200.0,540.0
"[u'Reverse String', u'Reverse Words in a String III']",98000.0,166.0,False,ReverseStringII,https://leetcode.com/problems/reverse-string-ii/description/,[u'String'],Easy,[u'Google\xa0'],0.440816326531,313.8633429636063,463.0,43200.0,541.0
[],72500.0,375.0,False,01Matrix,https://leetcode.com/problems/01-matrix/description/,"[u'Depth-first Search', u'Breadth-first Search']",Medium,"[u'Google\xa04', u'Amazon\xa03']",0.332413793103,297.7140123441054,58.0,24100.0,542.0
[],157200.0,744.0,False,DiameterofBinaryTree,https://leetcode.com/problems/diameter-of-binary-tree/description/,[u'Tree'],Easy,"[u'Facebook\xa038', u'Google\xa07', u'Bloomberg\xa02', u'Amazon\xa02', u'Apple\xa02']",0.451017811705,386.96315685805405,41.0,70900.0,543.0
[],13400.0,129.0,True,OutputContestMatches,https://leetcode.com/problems/output-contest-matches/description/,"[u'String', u'Recursion']",Medium,[u'Google\xa03'],0.716417910448,146.300348120848,26.0,9600.0,544.0
[u'Binary Tree Right Side View'],35600.0,118.0,True,BoundaryofBinaryTree,https://leetcode.com/problems/boundary-of-binary-tree/description/,[u'Tree'],Medium,"[u'Amazon\xa07', u'Yahoo!\xa02', u'Yahoo\xa02', u'Google\xa0']",0.325842696629,144.3391058040785,225.0,11600.0,545.0
[u'Strange Printer'],18400.0,211.0,False,RemoveBoxes,https://leetcode.com/problems/remove-boxes/description/,"[u'Dynamic Programming', u'Depth-first Search']",Hard,[u'Tencent\xa0'],0.358695652174,256.5804865901856,24.0,6600.0,546.0
"[u'Number of Connected Components in an Undirected Graph', u'Judge Route Circle', u'Sentence Similarity', u'Sentence Similarity II']",86800.0,560.0,False,FriendCircles,https://leetcode.com/problems/friend-circles/description/,"[u'Depth-first Search', u'Union Find']",Medium,"[u'Two Sigma\xa050', u'Twitter\xa02', u'Bloomberg\xa0']",0.495391705069,371.1709530319224,42.0,43000.0,547.0
[],12000.0,64.0,True,SplitArraywithEqualSum,https://leetcode.com/problems/split-array-with-equal-sum/description/,[u'Array'],Medium,[u'Alibaba\xa0'],0.383333333333,65.11605226086832,34.0,4600.0,548.0
[u'Binary Tree Longest Consecutive Sequence'],22600.0,197.0,True,BinaryTreeLongestConsecutiveSequenceII,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii/description/,[u'Tree'],Medium,"[u'Facebook\xa03', u'Google\xa02']",0.429203539823,59.5028674019926,13.0,9700.0,549.0
[u'Jump Game II'],604400.0,867.0,False,JumpGame,https://leetcode.com/problems/jump-game/description/,"[u'Array', u'Greedy']",Medium,"[u'Amazon\xa011', u'Baidu\xa03', u'Uber\xa02', u'Apple\xa02', u'Microsoft\xa0']",0.299470549305,435.2163533959573,125.0,181000.0,55.0
[u'Student Attendance Record II'],81900.0,100.0,False,StudentAttendanceRecordI,https://leetcode.com/problems/student-attendance-record-i/description/,[u'String'],Easy,[u'Google\xa0'],0.448107448107,183.74376591117576,414.0,36700.0,551.0
[u'Student Attendance Record I'],27300.0,165.0,False,StudentAttendanceRecordII,https://leetcode.com/problems/student-attendance-record-ii/description/,[u'Dynamic Programming'],Hard,[u'Google\xa0'],0.318681318681,103.86783290587508,36.0,8700.0,552.0
[],28700.0,82.0,False,OptimalDivision,https://leetcode.com/problems/optimal-division/description/,"[u'Math', u'String']",Medium,[u'Amazon\xa0'],0.550522648084,260.49178172356403,698.0,15800.0,553.0
[],55400.0,370.0,False,BrickWall,https://leetcode.com/problems/brick-wall/description/,[u'Hash Table'],Medium,[u'Facebook\xa0'],0.465703971119,160.8357335391281,13.0,25800.0,554.0
[],7700.0,24.0,True,SplitConcatenatedStrings,https://leetcode.com/problems/split-concatenated-strings/description/,[u'String'],Medium,[u'Alibaba\xa0'],0.376623376623,20.130166601145973,112.0,2900.0,555.0
"[u'Next Greater Element I', u'Next Greater Element II']",52800.0,192.0,False,NextGreaterElementIII,https://leetcode.com/problems/next-greater-element-iii/description/,[u'String'],Medium,"[u'Google\xa03', u'Facebook\xa02', u'Bloomberg\xa0']",0.287878787879,184.76513270839337,60.0,15200.0,556.0
